項目名,地点　緯度（北緯）,,,,,,,,
適用,本票,,,,,,,,
説明,交通事故が発生した場所の緯度をいう。,,,,,,,,
,緯度は世界測地系（度分秒）とする。,,,,,,,,
,,,,,,,,,
