項目名,道路管理者区分,,,,,,,
適用,高速票,,,,,,,
説明,交通事故が発生した場所の道路管理者（当該道路の維持、修繕を行っている者。）をいう。,,,,,,,
,,,,,,,,
コード,区分,,,,,,,
01,東日本高速道路,,,,,,,
02,中日本高速道路,,,,,,,
03,西日本高速道路,,,,,,,
04,首都高速道路,,,,,,,
05,阪神高速道路,,,,,,,
06,本・四高速道路,,,,,,,
07,名古屋高速,,,,,,,
08,広島高速,,,,,,,
09,福岡・北九州高速,,,,,,,
10,国土交通省,,,,,,,
11,都道府県,,,,,,,
12,地方道路公社,,,,,,,
13,その他,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
