項目名,祝日,,,,,,,,,
適用,本票,,,,,,,,,
説明,交通事故が発生した年月日の祝日をいう。,,,,,,,,,
,「祝日」とは、国民の祝日に関する法律（昭和23年法律第178号）に規定する祝日・休日をいう。,,,,,,,,,
,,,,,,,,,,
コード,区分,備考,,,,,,,,
1,当日,祝日をいう。,,,,,,,,
2,前日,祝日の前日をいう。,,,,,,,,
3,その他,上記以外の日をいう。,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
